,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,CNT_CHILDREN,DAYS_EMPLOYED,NAME_EDUCATION_TYPE,NAME_CONTRACT_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,CODE_GENDER
181166,247500.0,12375.0,247500.0,-13127,0,-3340.0,Secondary / secondary special,Revolving loans,Single / not married,House / apartment,Working,F
181175,180000.0,9000.0,180000.0,-16413,0,-771.0,Secondary / secondary special,Revolving loans,Civil marriage,House / apartment,Working,M
181205,592560.0,35937.0,450000.0,-9975,1,-523.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
181225,315000.0,15750.0,315000.0,-15967,0,-1704.0,Higher education,Revolving loans,Civil marriage,House / apartment,Working,M
181279,832500.0,29623.5,832500.0,-15974,0,-151.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
181303,284400.0,13963.5,225000.0,-8709,0,-260.0,Secondary / secondary special,Cash loans,Married,Rented apartment,Working,F
181365,284400.0,16326.0,225000.0,-19632,1,-2957.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
181420,508500.0,37134.0,508500.0,-11095,1,-692.0,Higher education,Cash loans,Single / not married,House / apartment,Working,F
181480,450000.0,25834.5,450000.0,-14178,1,-2926.0,Higher education,Cash loans,Married,Co-op apartment,Working,F
181530,659610.0,21406.5,472500.0,-12969,0,-801.0,Lower secondary,Cash loans,Married,House / apartment,Working,M
181556,460858.5,22545.0,324000.0,-10466,0,-434.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,M
181661,450000.0,23107.5,450000.0,-18070,1,-2489.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,State servant,F
181682,517500.0,16821.0,517500.0,-13294,0,-1696.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
181704,180000.0,9000.0,180000.0,-12625,2,-321.0,Higher education,Revolving loans,Married,House / apartment,Commercial associate,M
181710,1762110.0,51651.0,1575000.0,-12397,1,-2623.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,State servant,M
181734,239850.0,28593.0,225000.0,-9099,0,-898.0,Incomplete higher,Cash loans,Civil marriage,House / apartment,Working,F
181740,450000.0,22500.0,450000.0,-18765,0,-2479.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Commercial associate,F
181747,348264.0,34573.5,315000.0,-18350,2,-3221.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
181775,846517.5,35995.5,684000.0,-9987,0,-841.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
181778,364896.0,16069.5,315000.0,-11390,1,-658.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
181790,677664.0,24471.0,585000.0,-12062,1,-1371.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
181826,269550.0,19300.5,225000.0,-15423,1,-3089.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
181840,152820.0,18265.5,135000.0,-9293,0,-1298.0,Higher education,Cash loans,Civil marriage,Office apartment,Working,F
181881,675000.0,80109.0,675000.0,-13504,0,-1845.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
181893,450000.0,22500.0,450000.0,-13259,0,-744.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
182019,543037.5,43033.5,463500.0,-16244,0,-2397.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
182074,450000.0,27324.0,450000.0,-21021,0,-943.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
182152,573628.5,24435.0,463500.0,-21507,0,-7506.0,Secondary / secondary special,Cash loans,Widow,Municipal apartment,Commercial associate,F
182235,640080.0,29839.5,450000.0,-17101,0,-1097.0,Higher education,Cash loans,Married,House / apartment,Working,M
182298,312768.0,24201.0,270000.0,-10967,1,-881.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
182335,1078200.0,31522.5,900000.0,-16682,0,-1687.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
182393,302206.5,16524.0,229500.0,-9658,1,-907.0,Secondary / secondary special,Cash loans,Single / not married,Rented apartment,Working,M
182431,704844.0,26977.5,630000.0,-9605,1,-1288.0,Secondary / secondary special,Cash loans,Civil marriage,Rented apartment,Working,M
182529,675000.0,33750.0,675000.0,-20925,0,-4851.0,Higher education,Revolving loans,Single / not married,House / apartment,Commercial associate,F
182534,975771.0,28660.5,814500.0,-14121,0,-1593.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
182553,203760.0,22986.0,180000.0,-15770,0,-2673.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
182642,646920.0,20866.5,540000.0,-21112,0,-2573.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
182678,684000.0,29110.5,684000.0,-19257,0,-1119.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
182690,168102.0,18234.0,148500.0,-19359,0,-3416.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,State servant,F
182718,263686.5,26208.0,238500.0,-12233,3,-240.0,Higher education,Cash loans,Married,House / apartment,State servant,F
182768,497520.0,32521.5,450000.0,-13428,2,-1275.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
182780,1710000.0,45238.5,1710000.0,-17392,0,-798.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
182813,305365.5,16695.0,207000.0,-11547,0,-2004.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
182842,855000.0,24997.5,855000.0,-16389,0,-283.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
182863,651600.0,39991.5,562500.0,-12213,3,-669.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
182909,808650.0,26217.0,675000.0,-12068,2,-689.0,Secondary / secondary special,Cash loans,Separated,With parents,Commercial associate,F
182924,1125000.0,47794.5,1125000.0,-21885,0,-1886.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,Working,F
182944,161730.0,13095.0,135000.0,-16940,0,-1219.0,Higher education,Cash loans,Separated,House / apartment,Working,F
182961,130365.0,10426.5,99000.0,-14843,2,-642.0,Lower secondary,Cash loans,Single / not married,House / apartment,Working,M
182974,863226.0,36702.0,697500.0,-19311,0,-1503.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
183027,383089.5,30397.5,346500.0,-13776,0,-1446.0,Higher education,Cash loans,Married,House / apartment,Working,F
183032,601677.0,28179.0,423000.0,-10041,0,-949.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
183059,1197000.0,35127.0,1197000.0,-20256,0,-8037.0,Higher education,Cash loans,Married,House / apartment,State servant,F
183099,544491.0,17694.0,454500.0,-13474,3,-6585.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
183124,454500.0,21996.0,454500.0,-10964,0,-982.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
183295,409653.0,14841.0,288000.0,-22698,0,-1086.0,Secondary / secondary special,Cash loans,Widow,House / apartment,State servant,F
183333,338832.0,20475.0,292500.0,-14276,1,-376.0,Secondary / secondary special,Cash loans,Married,With parents,Commercial associate,F
183378,1129500.0,37458.0,1129500.0,-14206,1,-2145.0,Higher education,Cash loans,Married,House / apartment,Working,M
183455,450000.0,16294.5,450000.0,-13892,2,-1092.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,F
183540,1032133.5,34240.5,891000.0,-12518,2,-3029.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
183676,225000.0,10944.0,225000.0,-9809,0,-919.0,Higher education,Cash loans,Married,House / apartment,State servant,F
183686,900000.0,45954.0,900000.0,-18542,0,-438.0,Higher education,Cash loans,Married,House / apartment,Working,F
183760,781920.0,34573.5,675000.0,-17552,0,-5529.0,Secondary / secondary special,Cash loans,Civil marriage,Municipal apartment,Commercial associate,F
183835,360000.0,17446.5,360000.0,-16742,0,-7894.0,Higher education,Cash loans,Married,House / apartment,State servant,F
183978,573408.0,32148.0,495000.0,-12088,2,-1095.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
184066,225000.0,14508.0,225000.0,-15320,3,-1062.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
184089,2164878.0,57240.0,1935000.0,-16627,0,-2424.0,Higher education,Cash loans,Married,House / apartment,Working,M
184142,254700.0,27558.0,225000.0,-8177,0,-794.0,Incomplete higher,Cash loans,Married,House / apartment,Working,F
184168,592560.0,32143.5,450000.0,-16248,0,-599.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
184246,450000.0,48595.5,450000.0,-17178,0,-3298.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
184272,180000.0,9000.0,180000.0,-8364,1,-948.0,Secondary / secondary special,Revolving loans,Single / not married,House / apartment,Working,F
184305,253737.0,30240.0,229500.0,-11004,0,-1367.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
184308,148500.0,16794.0,148500.0,-9170,0,-1418.0,Higher education,Cash loans,Single / not married,With parents,Working,F
184402,296280.0,18256.5,225000.0,-12088,1,-1342.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,M
184404,285264.0,30082.5,252000.0,-14349,2,-2772.0,Higher education,Cash loans,Married,House / apartment,State servant,F
184424,743031.0,72513.0,688500.0,-12080,2,-933.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
184616,328405.5,14593.5,283500.0,-11714,1,-1181.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
184637,284400.0,13257.0,225000.0,-12552,2,-3876.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
184683,979992.0,28782.0,702000.0,-19089,0,-888.0,Higher education,Cash loans,Married,House / apartment,State servant,F
184765,315000.0,33075.0,315000.0,-15413,0,-6628.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
184821,450000.0,22018.5,450000.0,-19306,0,-2352.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
184847,107820.0,7798.5,90000.0,-15535,1,-6708.0,Higher education,Cash loans,Married,House / apartment,Working,F
184881,584775.0,56227.5,562500.0,-19701,0,-1446.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
184983,202500.0,10125.0,202500.0,-12245,1,-919.0,Higher education,Revolving loans,Married,House / apartment,Working,F
184984,840996.0,29925.0,702000.0,-20253,0,-3103.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
185026,1061599.5,31171.5,927000.0,-12806,1,-4962.0,Secondary / secondary special,Cash loans,Married,With parents,State servant,F
185076,932643.0,27400.5,778500.0,-17975,0,-3476.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
185098,675000.0,21906.0,675000.0,-16736,2,-2729.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
185112,166810.5,17221.5,144000.0,-16678,2,-7516.0,Higher education,Cash loans,Married,House / apartment,Working,F
185179,773680.5,37350.0,679500.0,-14356,1,-444.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
185181,405000.0,22099.5,405000.0,-15083,0,-2607.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
185277,237024.0,12100.5,180000.0,-19485,0,-1999.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
185283,521280.0,22959.0,450000.0,-19003,0,-2508.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
185292,225000.0,13801.5,225000.0,-10151,0,-2790.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
185336,523152.0,45031.5,463500.0,-14797,1,-2261.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
185430,454500.0,46570.5,454500.0,-12877,0,-1293.0,Higher education,Cash loans,Married,Rented apartment,Commercial associate,M
185446,481495.5,36000.0,454500.0,-14482,0,-4298.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
185512,1575000.0,54747.0,1575000.0,-13024,0,-536.0,Higher education,Cash loans,Married,House / apartment,Working,F
185515,254700.0,17149.5,225000.0,-11851,1,-2395.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
185626,521280.0,27423.0,450000.0,-17039,0,-1592.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
185641,101880.0,11101.5,90000.0,-13750,0,-670.0,Higher education,Cash loans,Single / not married,With parents,Commercial associate,M
185649,1527579.0,53226.0,1395000.0,-18522,0,-2020.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
185654,469152.0,28480.5,405000.0,-12257,1,-2433.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
185724,675000.0,33750.0,675000.0,-14462,1,-1990.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
185799,1481202.0,81297.0,1372500.0,-14021,2,-462.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,M
185844,234000.0,13194.0,234000.0,-14933,0,-166.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
185919,490495.5,27387.0,454500.0,-8595,1,-378.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
185986,497520.0,36184.5,450000.0,-12956,2,-1478.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,M
186006,545040.0,26640.0,450000.0,-17635,3,-138.0,Lower secondary,Cash loans,Married,Office apartment,Working,M
186115,180000.0,9000.0,180000.0,-12388,2,-449.0,Higher education,Revolving loans,Married,House / apartment,State servant,F
186127,814041.0,23931.0,679500.0,-11594,2,-972.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186217,760225.5,34483.5,679500.0,-10849,0,-2250.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
186220,270000.0,13783.5,270000.0,-13268,2,-417.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
186224,1288350.0,37800.0,1125000.0,-18940,0,-11018.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186264,263686.5,26208.0,238500.0,-13881,0,-5249.0,Higher education,Cash loans,Single / not married,House / apartment,State servant,F
186275,263686.5,29880.0,238500.0,-12742,1,-2018.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186308,284400.0,18643.5,225000.0,-23939,0,-12527.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,F
186337,239850.0,25830.0,225000.0,-12592,0,-2404.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
186354,781920.0,34573.5,675000.0,-19510,0,-2271.0,Higher education,Cash loans,Married,House / apartment,State servant,F
186401,225000.0,16821.0,225000.0,-14117,0,-6074.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,Working,F
186432,616846.5,44887.5,526500.0,-15701,0,-4402.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
186455,540000.0,27571.5,540000.0,-11120,0,-2241.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
186461,270000.0,13500.0,270000.0,-8072,0,-635.0,Secondary / secondary special,Revolving loans,Single / not married,House / apartment,Commercial associate,F
186489,450000.0,41643.0,450000.0,-11581,1,-593.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
186516,607500.0,17410.5,607500.0,-14669,1,-880.0,Incomplete higher,Cash loans,Married,House / apartment,Commercial associate,M
186537,1006920.0,51412.5,900000.0,-15079,2,-1420.0,Higher education,Cash loans,Married,House / apartment,Working,F
186578,787086.0,25519.5,657000.0,-16030,0,-8536.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186595,450000.0,22500.0,450000.0,-19785,0,-1142.0,Secondary / secondary special,Revolving loans,Widow,House / apartment,Commercial associate,F
186620,355536.0,15192.0,270000.0,-22158,0,-1979.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
186631,777024.0,75694.5,720000.0,-16816,1,-2186.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
186714,1187370.0,112869.0,1125000.0,-14718,0,-3692.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186758,1011955.5,43006.5,904500.0,-13209,0,-3575.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
186801,679500.0,22050.0,679500.0,-17369,1,-5887.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
186812,913500.0,36355.5,913500.0,-14211,0,-484.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186826,1223010.0,51948.0,1125000.0,-20869,0,-476.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
186838,373500.0,9850.5,225000.0,-12414,0,-666.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
186948,248760.0,25488.0,225000.0,-14666,0,-2982.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
186990,539100.0,26064.0,450000.0,-19398,0,-12629.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
187064,263686.5,26208.0,238500.0,-11703,0,-915.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,F
187177,508495.5,24592.5,454500.0,-16310,1,-1720.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,M
187231,254700.0,27558.0,225000.0,-9920,1,-448.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
187233,152820.0,16587.0,135000.0,-15345,0,-2203.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
187243,808650.0,23773.5,675000.0,-17414,0,-222.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,F
187268,675000.0,21906.0,675000.0,-18839,0,-2763.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
187290,413235.0,32778.0,337500.0,-15656,0,-3832.0,Secondary / secondary special,Cash loans,Separated,With parents,Working,M
187338,1319346.0,47520.0,1165500.0,-16834,0,-5074.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
187356,202500.0,9846.0,202500.0,-16393,1,-1993.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
187369,1546020.0,45333.0,1350000.0,-17244,1,-1933.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
187439,675000.0,45108.0,675000.0,-8293,0,-638.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
187502,381528.0,25627.5,315000.0,-10780,1,-1697.0,Secondary / secondary special,Cash loans,Married,With parents,Working,M
187532,540000.0,27702.0,540000.0,-12737,0,-4420.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
187647,849415.5,37543.5,697500.0,-12846,0,-324.0,Higher education,Cash loans,Married,House / apartment,State servant,F
187656,797557.5,40644.0,688500.0,-16484,0,-2370.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
187722,628114.5,26401.5,477000.0,-10176,0,-1660.0,Higher education,Cash loans,Married,House / apartment,Working,F
187750,640080.0,31261.5,450000.0,-19942,0,-815.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
187771,1102171.5,46827.0,945000.0,-18712,0,-3699.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
187806,450000.0,32877.0,450000.0,-15382,0,-1556.0,Higher education,Cash loans,Married,House / apartment,Working,F
187836,225000.0,24232.5,225000.0,-9190,0,-525.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
187851,153504.0,15084.0,144000.0,-16933,0,-3991.0,Higher education,Cash loans,Single / not married,House / apartment,Working,M
187876,284400.0,16011.0,225000.0,-22357,0,-2199.0,Higher education,Cash loans,Separated,House / apartment,Working,F
187883,983160.0,60277.5,900000.0,-10749,1,-1024.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
187886,252531.0,20245.5,234000.0,-9844,0,-466.0,Secondary / secondary special,Cash loans,Civil marriage,Rented apartment,Working,M
187960,781920.0,31522.5,675000.0,-13451,0,-2859.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
187966,720000.0,21181.5,720000.0,-12992,1,-2050.0,Higher education,Cash loans,Married,With parents,Working,F
188217,199080.0,13090.5,157500.0,-10470,2,-1038.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
188301,247500.0,16870.5,247500.0,-9992,1,-201.0,Incomplete higher,Cash loans,Married,With parents,Commercial associate,F
188358,450000.0,13027.5,450000.0,-11129,2,-451.0,Higher education,Cash loans,Married,House / apartment,Working,F
188423,711612.0,20934.0,594000.0,-19155,0,-190.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
188433,247500.0,7092.0,247500.0,-10559,0,-1183.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
188438,111384.0,8928.0,90000.0,-15729,0,-7504.0,Higher education,Cash loans,Married,House / apartment,State servant,M
188573,202500.0,10125.0,202500.0,-7822,1,-927.0,Secondary / secondary special,Revolving loans,Married,With parents,Working,F
188602,1116000.0,32755.5,1116000.0,-17162,0,-3544.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
188612,521280.0,19984.5,450000.0,-17898,0,-1017.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
188788,760225.5,32337.0,679500.0,-18304,0,-2747.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
188805,753840.0,24448.5,540000.0,-13009,1,-2621.0,Higher education,Cash loans,Single / not married,Rented apartment,Working,F
188827,675000.0,21906.0,675000.0,-13692,1,-345.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
188950,450000.0,27193.5,450000.0,-11183,0,-1712.0,Incomplete higher,Cash loans,Married,With parents,Working,M
189091,1321020.0,35554.5,1125000.0,-20050,0,-12911.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,M
189138,805536.0,29983.5,720000.0,-8865,0,-2012.0,Higher education,Cash loans,Married,House / apartment,Working,M
189147,1436850.0,42142.5,1125000.0,-16690,0,-1007.0,Higher education,Cash loans,Married,With parents,Working,F
189294,450000.0,47385.0,450000.0,-9901,0,-2547.0,Higher education,Cash loans,Single / not married,House / apartment,Working,M
189367,675000.0,32472.0,675000.0,-13303,0,-1218.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
189398,314100.0,16573.5,225000.0,-13782,0,-858.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
189418,314100.0,13963.5,225000.0,-15058,1,-7053.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
189421,225000.0,10620.0,225000.0,-11745,0,-4977.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
189461,1054773.0,34407.0,945000.0,-13091,2,-1280.0,Higher education,Cash loans,Civil marriage,House / apartment,Commercial associate,F
189491,278613.0,27684.0,252000.0,-11802,1,-1964.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
189521,571500.0,24340.5,571500.0,-20166,0,-849.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
189539,314100.0,16443.0,225000.0,-9985,0,-2285.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,State servant,M
189558,284400.0,16456.5,225000.0,-23783,0,-5461.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
189583,521280.0,31500.0,450000.0,-11116,0,-531.0,Higher education,Cash loans,Married,House / apartment,Working,F
189654,337500.0,16875.0,337500.0,-14836,2,-1146.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
189718,675000.0,53460.0,675000.0,-9503,0,-165.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
189730,1483650.0,61357.5,1350000.0,-16022,1,-2170.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
189733,337500.0,16875.0,337500.0,-21241,0,-305.0,Secondary / secondary special,Revolving loans,Widow,House / apartment,Commercial associate,M
189761,247275.0,19953.0,225000.0,-24104,0,-476.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
189767,364896.0,16200.0,315000.0,-16182,2,-1262.0,Higher education,Cash loans,Married,House / apartment,Working,M
189836,720000.0,21181.5,720000.0,-13065,2,-1449.0,Secondary / secondary special,Cash loans,Married,Office apartment,Working,M
189938,536917.5,19282.5,463500.0,-19266,0,-1947.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
190015,1125000.0,32895.0,1125000.0,-15924,0,-2978.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,F
190040,1282500.0,42385.5,1282500.0,-13805,3,-2848.0,Higher education,Cash loans,Married,Municipal apartment,Commercial associate,M
190055,450000.0,20979.0,450000.0,-18311,0,-306.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
190110,791532.0,30798.0,567000.0,-16518,1,-499.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
190186,525735.0,42282.0,450000.0,-8609,0,-258.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
190223,378000.0,18513.0,378000.0,-19045,0,-1669.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
190286,545040.0,26509.5,450000.0,-14277,3,-1446.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
190336,382500.0,19660.5,382500.0,-12905,0,-6013.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
190362,450000.0,24543.0,450000.0,-21238,0,-413.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
190467,314100.0,21375.0,225000.0,-9587,2,-548.0,Secondary / secondary special,Cash loans,Separated,With parents,Commercial associate,F
190519,225000.0,10620.0,225000.0,-10094,0,-233.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
190581,254700.0,20250.0,225000.0,-8171,0,-119.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Commercial associate,M
190619,490495.5,47911.5,454500.0,-17930,0,-643.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
190647,1125000.0,29808.0,1125000.0,-17928,0,-129.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
190651,1054773.0,34987.5,945000.0,-18227,0,-2936.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
190707,1078200.0,31653.0,900000.0,-15110,1,-261.0,Higher education,Cash loans,Married,House / apartment,Working,F
190738,1078200.0,31522.5,900000.0,-13403,1,-1183.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
190807,1515415.5,40104.0,1354500.0,-15859,1,-2257.0,Higher education,Cash loans,Married,House / apartment,Working,F
190858,472500.0,48546.0,454500.0,-14645,0,-40.0,Higher education,Cash loans,Married,Office apartment,Commercial associate,M
190893,282690.0,11641.5,202500.0,-12772,1,-204.0,Secondary / secondary special,Cash loans,Civil marriage,Municipal apartment,Commercial associate,F
191022,540000.0,21258.0,540000.0,-18489,0,-6849.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
191083,67500.0,5409.0,67500.0,-12240,0,-3225.0,Higher education,Cash loans,Married,House / apartment,Working,F
191108,545040.0,25537.5,450000.0,-12394,1,-3007.0,Higher education,Cash loans,Married,House / apartment,Working,M
191116,180000.0,9000.0,180000.0,-10890,2,-3012.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
191176,286704.0,14769.0,247500.0,-13966,2,-3277.0,Higher education,Cash loans,Married,House / apartment,Working,M
191227,630000.0,26820.0,630000.0,-10993,2,-2080.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
191245,1078200.0,31653.0,900000.0,-10670,1,-3319.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
191325,1005120.0,29520.0,720000.0,-17125,0,-1681.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
191326,364896.0,26077.5,315000.0,-14104,1,-130.0,Lower secondary,Cash loans,Single / not married,House / apartment,Commercial associate,F
